Reviews,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,clean_reviews,clean_reviews2,sentiment
"✅ Trip Verified | Alaska Airlines used to be my go to airline, I have been a loyal customer since 2009. I would fly other airlines only when I had to. Anymore AK air could be compared with Spirit Airline, but more expensive. I never used to worry about delays, cancellations, lost baggage, or rude staff. However, now I can honestly say expect all of those things with every trip. AK air used to genuinely care about its customers, but that is no longer the case.",Couple Leisure,Economy Class,Tampa to Anchorage via Seallte,December 2022,no,   alaska airlines used to be my go to airline i have been a loyal customer since 2009 i would fly other airlines only when i had to anymore ak air could be compared with spirit airline but more expensive i never used to worry about delays cancellations lost baggage or rude staff however now i can honestly say expect all of those things with every trip ak air used to genuinely care about its customers but that is no longer the case,alaska airlines used go airline loyal customer since 2009 would fly airlines anymore ak air could compared spirit airline expensive never used worry delays cancellations lost baggage rude staff however honestly say expect things every trip ak air used genuinely care customers longer case,NEU
"✅ Trip Verified |  I had a credit in my Alaska Wallet from a flight I had to cancel due to covid. The credit included a payment I made for Premium Economy seats. When I went to apply the credit to a later flight I was shocked to see my cc was charged for the upgrade to Premium. Nowhere on Alaska's website does it say that credits can't be used for seat upgrades. Inquiring with customer service I was told that seat upgrades are ""service charges"" and are therefore excluded. On our recent flight from Austin-Bergstrom to Seattle I upgraded to Premium Economy, paying with a cc, not a credit, but was informed the day before that the livery had changed from a 737-900 to a 737-700 and there were no Premium seats. We are not short people and had to spend the 4 1/2 flight in very cramped seats on a flight that was booked to capacity. Delta will be our go-to airline from now on.",Family Leisure,Economy Class,Austin to Seattle Tacoma,November 2022,no,    i had a credit in my alaska wallet from a flight i had to cancel due to covid the credit included a payment i made for premium economy seats when i went to apply the credit to a later flight i was shocked to see my cc was charged for the upgrade to premium nowhere on alaskas website does it say that credits cant be used for seat upgrades inquiring with customer service i was told that seat upgrades are service charges and are therefore excluded on our recent flight from austinbergstrom to seattle i upgraded to premium economy paying with a cc not a credit but was informed the day before that the livery had changed from a 737900 to a 737700 and there were no premium seats we are not short people and had to spend the 4 12 flight in very cramped seats on a flight that was booked to capacity delta will be our goto airline from now on,credit alaska wallet flight cancel due covid credit included payment made premium economy seats went apply credit later flight shocked see cc charged upgrade premium nowhere alaskas website say credits cant used seat upgrades inquiring customer service told seat upgrades service charges therefore excluded recent flight austinbergstrom seattle upgraded premium economy paying cc credit informed day livery changed 737900 737700 premium seats short people spend 4 12 flight cramped seats flight booked capacity delta goto airline,NEU
"Not Verified |  I had the best customer service experience! I dealt with Christine in the Seattle branch and she was expremely helpful, very professional, cheerful and informative. Thank you Christine for having such wonderful customer service skills and cheerful disposition! Totally made my day and makes me feel comfortable having my children fly without me for the first time. You are a wonderful representative for the airline they're lucky to have you!",Couple Leisure,Economy Class,Ft Myers Fl to Seattle WA,November 2022,yes,i had the best customer service experience i dealt with christine in the seattle branch and she was expremely helpful very professional cheerful and informative thank you christine for having such wonderful customer service skills and cheerful disposition totally made my day and makes me feel comfortable having my children fly without me for the first time you are a wonderful representative for the airline theyre lucky to have you,best customer service experience dealt christine seattle branch expremely helpful professional cheerful informative thank christine wonderful customer service skills cheerful disposition totally made day makes feel comfortable children fly without first time wonderful representative airline theyre lucky,POS
"Not Verified |  Used to be a great airline but they left my husband and an entire plane of people stranded in Juneau, for 2 days, over Thanksgiving. Didn't give him a hotel voucher, won't upgrade seats now that we're traveling back home, nothing. They're ""not responsible"", and their desk agents suck in terms of customer service. I've had better flights and customer service on Spirit.",Family Leisure,Premium Economy,Seattle to Ketchikan,November 2022,no,used to be a great airline but they left my husband and an entire plane of people stranded in juneau for 2 days over thanksgiving didnt give him a hotel voucher wont upgrade seats now that were traveling back home nothing theyre not responsible and their desk agents suck in terms of customer service ive had better flights and customer service on spirit,used great airline left husband entire plane people stranded juneau 2 days thanksgiving didnt give hotel voucher wont upgrade seats traveling back home nothing theyre responsible desk agents suck terms customer service ive better flights customer service spirit,NEG
"Not Verified | I purchased a ""refundable"" ticket for my mother, when she could not make the trip due to health issues I requested a refund. The airline would only refund to the original payment method, even though I no longer have access to that card or bank with that institution. The airline told me it was too bad, and I would just have to work it out with the bank. I used to love this airline but they are nothing but thieves who stole $1000 dollars from me.",Solo Leisure,Economy Class,Los Angeles to Seattle,June 2022,no,i purchased a refundable ticket for my mother when she could not make the trip due to health issues i requested a refund the airline would only refund to the original payment method even though i no longer have access to that card or bank with that institution the airline told me it was too bad and i would just have to work it out with the bank i used to love this airline but they are nothing but thieves who stole 1000 dollars from me,purchased refundable ticket mother could make trip due health issues requested refund airline would refund original payment method even though longer access card bank institution airline told bad would work bank used love airline nothing thieves stole 1000 dollars,NEG
"✅ Trip Verified |  One day turnaround trip from Seattle to San Jose California to visit my father turning 96 years old. Flight from Seattle to San Jose is cancelled several hours before the flight. I am ""conveniently re-routed"" for the next day going through Los Angeles that would result in my arriving at 8pm. Forced to go through SF and rebook on my own. Return flight: my noon departure is delayed due to mechanical. First delay showed that flight would leave at 1:45. That changed to 2:45 and then 6pm and then 8:20. Alaska did not cancel the flight even though they knew it would be 8 hours until the part arrived and was installed. I rebooked on my own because Alaska would not cancel the flight. The noon flight ended up leaving at 8:15. In 40 years of flying, this is the worst experience I've ever had with an airline. They do not know what they are doing. Service personnel were confused, rude, and ill informed. Most of us got our information by walking with a pilot who conveyed the part delay. I'm not sure what has caused the disintegration of a functional airline, but I will never fly Alaska again. I'm frankly too scared from this experience to trust getting in the air with them.",Family Leisure,Premium Economy,Seattle to San Jose,November 2022,noClose,    one day turnaround trip from seattle to san jose california to visit my father turning 96 years old flight from seattle to san jose is cancelled several hours before the flight i am conveniently rerouted for the next day going through los angeles that would result in my arriving at 8pm forced to go through sf and rebook on my own return flight my noon departure is delayed due to mechanical first delay showed that flight would leave at 145 that changed to 245 and then 6pm and then 820 alaska did not cancel the flight even though they knew it would be 8 hours until the part arrived and was installed i rebooked on my own because alaska would not cancel the flight the noon flight ended up leaving at 815 in 40 years of flying this is the worst experience ive ever had with an airline they do not know what they are doing service personnel were confused rude and ill informed most of us got our information by walking with a pilot who conveyed the part delay im not sure what has caused the disintegration of a functional airline but i will never fly alaska again im frankly too scared from this experience to trust getting in the air with them,one day turnaround trip seattle san jose california visit father turning 96 years old flight seattle san jose cancelled several hours flight conveniently rerouted next day going los angeles would result arriving 8pm forced go sf rebook return flight noon departure delayed due mechanical first delay showed flight would leave 145 changed 245 6pm 820 alaska cancel flight even though knew would 8 hours part arrived installed rebooked alaska would cancel flight noon flight ended leaving 815 40 years flying worst experience ive ever airline know service personnel confused rude ill informed us got information walking pilot conveyed part delay im sure caused disintegration functional airline never fly alaska im frankly scared experience trust getting air,NEG
"Not Verified |  We have been Alaska Travel Card members since they began. Our last two trips, all in 2022, have had our flights changed multiple times including loss of our premium seats and reassigned to horrible seats. Both trips we used our companion ticket. The trip to Costa Rica was booked LAX to SJO non-stop but both on the trip down and back have added a stop in Liberia which Alaska used as an excuse to bump us from our premium seats. Our trip back to the States, we checked in showing stop in Liberia and confirmed premium seats and purchased food only to wake up and find they had changed it again showing no stop to Liberia and loss of premium seats from LAX to PDX (giving us a seat with no windows). No food. We are now boarded and informed we are stopping in Liberia even though our boarding pass shows direct to LAX. I don’t know what is going on but they are no longer reliable in terms of booking a flight or picking a seat. Count yourself lucky if you get on a flight. I may be looking into Capital One travel card that allows you to book with any airline and the airline treats you as a full paying customer - not treated poorly for being a loyal customer.",Solo Leisure,Economy Class,San José to Portland via Los Angeles,November 2022,no,we have been alaska travel card members since they began our last two trips all in 2022 have had our flights changed multiple times including loss of our premium seats and reassigned to horrible seats both trips we used our companion ticket the trip to costa rica was booked lax to sjo nonstop but both on the trip down and back have added a stop in liberia which alaska used as an excuse to bump us from our premium seats our trip back to the states we checked in showing stop in liberia and confirmed premium seats and purchased food only to wake up and find they had changed it again showing no stop to liberia and loss of premium seats from lax to pdx giving us a seat with no windows no food we are now boarded and informed we are stopping in liberia even though our boarding pass shows direct to lax i dont know what is going on but they are no longer reliable in terms of booking a flight or picking a seat count yourself lucky if you get on a flight i may be looking into capital one travel card that allows you to book with any airline and the airline treats you as a full paying customer  not treated poorly for being a loyal customer,alaska travel card members since began last two trips 2022 flights changed multiple times including loss premium seats reassigned horrible seats trips used companion ticket trip costa rica booked lax sjo nonstop trip back added stop liberia alaska used excuse bump us premium seats trip back states checked showing stop liberia confirmed premium seats purchased food wake find changed showing stop liberia loss premium seats lax pdx giving us seat windows food boarded informed stopping liberia even though boarding pass shows direct lax dont know going longer reliable terms booking flight picking seat count lucky get flight may looking capital one travel card allows book airline airline treats full paying customer treated poorly loyal customer,NEU
"✅ Trip Verified |  Do not count on Alaska Airlines to help if you request mobility assistance. In Boston - I requested assistance, they refused to help me to the counter. My luggage was falling, I was tripping. But I got no help! Then I was told I had to put my checked luggage on the platform. I said I needed help I was told ""you have to put your luggage up here"". So a disabled woman tripping and falling over a cane managed to put up a 50 pound piece of luggage. Only after did the incompetent woman ask if I needed assistance? I had asked for help three times and was told no! So I said - if I'm required and able to lift a 50 pound suitcase by myself, I will get myself down to the gate since Alaska Airlines is useless. On my way from Anchorage to Boston I took Delta - I had to pay/tip every person who touched the wheelchair - and I still had to pick up my own baggage? I got to the gate myself bumbling through TSA, who wondered why I didn't have help. When I said I was with Alaska Airlines, they won't help - the woman said ""Ah - yes Alaska Airlines, no, they are not much help"" and she proceeded to help me. I arrived at the gate and was immediately pursued by an irate employee asking me loudly my name - and very loudly stating they have to fill out a form for when a customer requests assistance but refuses the wheelchair. I quietly explained the situation, and he continued to chastise me, mimic my words - told him to rip it up. No problems here. He refused. He got louder and more obnoxious. He demanded an explanation - I said, if you're going to make me lift a 50 pound bag by myself, after I kept asking for help - I figure I'll be better off getting myself to the gate. I regret not filing a report on this guy, but I have sympathy because its very difficult to get competent help in Massachusetts or Logan airport. I arrived in Seattle, jumped in their wheelchair and barely made it to the connection. Arrived in Anchorage - there was a rep on the ramp talking on the radio stating he had already requested wheelchairs that were not there. So I didn't bother to hang around. I walked all over the airport and I am in serious pain, I will never depend on Alaska Airlines to help anyone disabled. It works against us and we have to tip everyone so it costs more. Stewards and stewardesses range from incompetent to excellent.",Couple Leisure,Premium Economy,Boston to Anchorage,November 2022,no,    do not count on alaska airlines to help if you request mobility assistance in boston  i requested assistance they refused to help me to the counter my luggage was falling i was tripping but i got no help then i was told i had to put my checked luggage on the platform i said i needed help i was told you have to put your luggage up here so a disabled woman tripping and falling over a cane managed to put up a 50 pound piece of luggage only after did the incompetent woman ask if i needed assistance i had asked for help three times and was told no so i said  if im required and able to lift a 50 pound suitcase by myself i will get myself down to the gate since alaska airlines is useless on my way from anchorage to boston i took delta  i had to paytip every person who touched the wheelchair  and i still had to pick up my own baggage i got to the gate myself bumbling through tsa who wondered why i didnt have help when i said i was with alaska airlines they wont help  the woman said ah  yes alaska airlines no they are not much help and she proceeded to help me i arrived at the gate and was immediately pursued by an irate employee asking me loudly my name  and very loudly stating they have to fill out a form for when a customer requests assistance but refuses the wheelchair i quietly explained the situation and he continued to chastise me mimic my words  told him to rip it up no problems here he refused he got louder and more obnoxious he demanded an explanation  i said if youre going to make me lift a 50 pound bag by myself after i kept asking for help  i figure ill be better off getting myself to the gate i regret not filing a report on this guy but i have sympathy because its very difficult to get competent help in massachusetts or logan airport i arrived in seattle jumped in their wheelchair and barely made it to the connection arrived in anchorage  there was a rep on the ramp talking on the radio stating he had already requested wheelchairs that were not there so i didnt bother to hang around i walked all over the airport and i am in serious pain i will never depend on alaska airlines to help anyone disabled it works against us and we have to tip everyone so it costs more stewards and stewardesses range from incompetent to excellent,count alaska airlines help request mobility assistance boston requested assistance refused help counter luggage falling tripping got help told put checked luggage platform said needed help told put luggage disabled woman tripping falling cane managed put 50 pound piece luggage incompetent woman ask needed assistance asked help three times told said im required able lift 50 pound suitcase get gate since alaska airlines useless way anchorage boston took delta paytip every person touched wheelchair still pick baggage got gate bumbling tsa wondered didnt help said alaska airlines wont help woman said ah yes alaska airlines much help proceeded help arrived gate immediately pursued irate employee asking loudly name loudly stating fill form customer requests assistance refuses wheelchair quietly explained situation continued chastise mimic words told rip problems refused got louder obnoxious demanded explanation said youre going make lift 50 pound bag kept asking help figure ill better getting gate regret filing report guy sympathy difficult get competent help massachusetts logan airport arrived seattle jumped wheelchair barely made connection arrived anchorage rep ramp talking radio stating already requested wheelchairs didnt bother hang around walked airport serious pain never depend alaska airlines help anyone disabled works us tip everyone costs stewards stewardesses range incompetent excellent,NEG
"Not Verified |  Alaska Airlines reduced the value of their mileage program after I had responded to incentives and earned 108,000 miles. I tried to book a rewards flight and Alaska had reduced the value of my accumulated miles so much that I could only get tickets on the worst flights that landed the day after take-off. Just another corporate bait and switch ripoff. ",Business,Business Class,Jacksonville to Seattle,November 2022,no,alaska airlines reduced the value of their mileage program after i had responded to incentives and earned 108000 miles i tried to book a rewards flight and alaska had reduced the value of my accumulated miles so much that i could only get tickets on the worst flights that landed the day after takeoff just another corporate bait and switch ripoff ,alaska airlines reduced value mileage program responded incentives earned 108000 miles tried book rewards flight alaska reduced value accumulated miles much could get tickets worst flights landed day takeoff another corporate bait switch ripoff,NEG
"✅ Trip Verified |  Have taken this same flight weekly usually with friendly service. However today was awful. Had pre checked luggage and they would not help me. Wanted me to stand in a 45 minute line to hand them luggage. Claimed the agent that would take pre checked bags didn’t come in till 5 am when this has never been the case. When I asked if an agent could take it instead of saying no the person was extremely rude! Ended up using carrying on luggage but had already paid the $30. Rider be warned. If you are flying on a Tuesday (I usually fly on a Monday) the people working not on Monday are rude, abrasive, and awful. Will be cautious about flying them in the future.",Solo Leisure,Economy Class,Portland to San Jose,November 2022,no,    have taken this same flight weekly usually with friendly service however today was awful had pre checked luggage and they would not help me wanted me to stand in a 45 minute line to hand them luggage claimed the agent that would take pre checked bags didnt come in till 5 am when this has never been the case when i asked if an agent could take it instead of saying no the person was extremely rude ended up using carrying on luggage but had already paid the 30 rider be warned if you are flying on a tuesday i usually fly on a monday the people working not on monday are rude abrasive and awful will be cautious about flying them in the future,taken flight weekly usually friendly service however today awful pre checked luggage would help wanted stand 45 minute line hand luggage claimed agent would take pre checked bags didnt come till 5 never case asked agent could take instead saying person extremely rude ended using carrying luggage already paid 30 rider warned flying tuesday usually fly monday people working monday rude abrasive awful cautious flying future,NEG
"Not Verified |  The landing from Seattle to Ontario arrived at 8:35 pm resulted in damage to my luggage. The pilots landed so hard that some of the overhead luggage bins popped open falling onto some passengers! When picking up my baggage, the area around both of the suitcase's wheels was broken. I reported the damage to customer service and took photos of the luggage. Customer service gave me an email address for my photos. I was told they would take a couple of months to assess the damage and to wait for them to contact me by email. I have not heard from them. I paid $350 for my London Fog suitcase. I will not fly Alaska Airlines again. ",Solo Leisure,Economy Class,Seattle to Ontario,August 2022,no,the landing from seattle to ontario arrived at 835 pm resulted in damage to my luggage the pilots landed so hard that some of the overhead luggage bins popped open falling onto some passengers when picking up my baggage the area around both of the suitcases wheels was broken i reported the damage to customer service and took photos of the luggage customer service gave me an email address for my photos i was told they would take a couple of months to assess the damage and to wait for them to contact me by email i have not heard from them i paid 350 for my london fog suitcase i will not fly alaska airlines again ,landing seattle ontario arrived 835 pm resulted damage luggage pilots landed hard overhead luggage bins popped open falling onto passengers picking baggage area around suitcases wheels broken reported damage customer service took photos luggage customer service gave email address photos told would take couple months assess damage wait contact email heard paid 350 london fog suitcase fly alaska airlines,NEG
"✅ Trip Verified |  Awful experience! They made at least 15 people with carry-on bags check them. And they lied they won’t fit when indeed those luggages are compliant. Very barebones service, not a good value for the money. It felt like very poor service and overall unpleasant experience.",Solo Leisure,Economy Class,New York to San Francisco,October 2022,no,    awful experience they made at least 15 people with carryon bags check them and they lied they wont fit when indeed those luggages are compliant very barebones service not a good value for the money it felt like very poor service and overall unpleasant experience,awful experience made least 15 people carryon bags check lied wont fit indeed luggages compliant barebones service good value money felt like poor service overall unpleasant experience,NEG
"✅ Trip Verified |  They put me on 2 different types of jets, I can’t recall the type or pull it up because I purchased my tickets through Priceline. I wound up with Alaska Airlines because the tickets were free, can’t beat free! The experience wasn’t terrible. The first jet was small and I had to walk on the landing pad in order to board and get off. For that particular jet everyone that had carryon with wheels they had to put it in cargo. They did have have beverages and pretzels. The seats for that particular jet were smaller than your average plane seat. It was a little over an hour flight and it wasn’t super uncomfortable, mind you I’m ~190lbs woman. The second jet was much more comfortable, they had beverages=. Looking at their prices, they’re not terrible for what you get, you get what you pay for. If Priceline ever offered Alaska Airlines for free again I wouldn’t hesitate at all.",Couple Leisure,Economy Class,Spokane to Albuquerque,October 2022,yes,    they put me on 2 different types of jets i cant recall the type or pull it up because i purchased my tickets through priceline i wound up with alaska airlines because the tickets were free cant beat free the experience wasnt terrible the first jet was small and i had to walk on the landing pad in order to board and get off for that particular jet everyone that had carryon with wheels they had to put it in cargo they did have have beverages and pretzels the seats for that particular jet were smaller than your average plane seat it was a little over an hour flight and it wasnt super uncomfortable mind you im 190lbs woman the second jet was much more comfortable they had beverages looking at their prices theyre not terrible for what you get you get what you pay for if priceline ever offered alaska airlines for free again i wouldnt hesitate at all,put 2 different types jets cant recall type pull purchased tickets priceline wound alaska airlines tickets free cant beat free experience wasnt terrible first jet small walk landing pad order board get particular jet everyone carryon wheels put cargo beverages pretzels seats particular jet smaller average plane seat little hour flight wasnt super uncomfortable mind im 190lbs woman second jet much comfortable beverages looking prices theyre terrible get get pay priceline ever offered alaska airlines free wouldnt hesitate,POS
✅ Trip Verified |  We recently took Alaska Airlines from Newark to San Francisco. I am a 74 year old woman and even though I was wearing a jacket I was cold. I asked the Flight Attendant for a blanket and was told they don’t supply blankets anymore. As we were departing the plane and walking past 1st class I saw that every seat had a blanket on it. We will never fly Alaska Airlines again. ,Family Leisure,Economy Class,Newark to San Francisco,October 2022,no,    we recently took alaska airlines from newark to san francisco i am a 74 year old woman and even though i was wearing a jacket i was cold i asked the flight attendant for a blanket and was told they dont supply blankets anymore as we were departing the plane and walking past 1st class i saw that every seat had a blanket on it we will never fly alaska airlines again ,recently took alaska airlines newark san francisco 74 year old woman even though wearing jacket cold asked flight attendant blanket told dont supply blankets anymore departing plane walking past 1st class saw every seat blanket never fly alaska airlines,NEG
Not Verified |  So impressed with the way Alaska airlines handled our pets enroute. We flew from Alaska to Dallas related to a relocation so our cats had to fly for their first time for such a long journey across the lower 48. They flew in carriers under the plane scary for us! Alaska airlines called our pets by their names and Places boarding pass stickers on their crates with our names and a row of sticker ticket with their names and our names. One would be removed from the carrier before each take off and handed to me letting us know that they are indeed on our plane. Each time we landed a ground crew member would greet us and tell us they saw our cats personally and they have arrived and doing well they once again called them by name and always with a smile. Every Alaska airlines staff I saw regarding our cats seemed to be so protective of them . I could not ask for a better experience in such a scary situation. Max and Ruby are doing great and loving Texas life! Thank you Alaska airlines.,Solo Leisure,Economy Class,Fairbanks to Dallas,October 2022,yes,so impressed with the way alaska airlines handled our pets enroute we flew from alaska to dallas related to a relocation so our cats had to fly for their first time for such a long journey across the lower 48 they flew in carriers under the plane scary for us alaska airlines called our pets by their names and places boarding pass stickers on their crates with our names and a row of sticker ticket with their names and our names one would be removed from the carrier before each take off and handed to me letting us know that they are indeed on our plane each time we landed a ground crew member would greet us and tell us they saw our cats personally and they have arrived and doing well they once again called them by name and always with a smile every alaska airlines staff i saw regarding our cats seemed to be so protective of them  i could not ask for a better experience in such a scary situation max and ruby are doing great and loving texas life thank you alaska airlines,impressed way alaska airlines handled pets enroute flew alaska dallas related relocation cats fly first time long journey across lower 48 flew carriers plane scary us alaska airlines called pets names places boarding pass stickers crates names row sticker ticket names names one would removed carrier take handed letting us know indeed plane time landed ground crew member would greet us tell us saw cats personally arrived well called name always smile every alaska airlines staff saw regarding cats seemed protective could ask better experience scary situation max ruby great loving texas life thank alaska airlines,NEU
"Not Verified |  I flew from San Diego to Newark on 10/14/2022. I am Handicapped. Lousy customer service, all around. Flight delay which can happen from time. Main Cabin seats hardly any leg room. Once the Airplane landed, it took an hour to get the plane to park. And instead of being in Terminal A, we wound up in Terminal B.  NO Wi Fi",Business,Premium Economy,San Diego to Newark,October 2022,no,i flew from san diego to newark on 10142022 i am handicapped lousy customer service all around flight delay which can happen from time main cabin seats hardly any leg room once the airplane landed it took an hour to get the plane to park and instead of being in terminal a we wound up in terminal b  no wi fi,flew san diego newark 10142022 handicapped lousy customer service around flight delay happen time main cabin seats hardly leg room airplane landed took hour get plane park instead terminal wound terminal b wi fi,NEG
"✅ Trip Verified |  Arrived early LAX and wanted to fly standby on earlier flight. Alaska charges $50 to do this. Its free on United. I needed to text Alaska for help because gate and terminal was not on my boarding i formation, and after waiting for 6 or 7 minutes for Nikki she didnt give me a chance to text an answer and ended the chat. Customer service is not Alaska’s forte. I recommend Delta or United.",Business,First Class,Los Angeles to Portland,October 2022,no,    arrived early lax and wanted to fly standby on earlier flight alaska charges 50 to do this its free on united i needed to text alaska for help because gate and terminal was not on my boarding i formation and after waiting for 6 or 7 minutes for nikki she didnt give me a chance to text an answer and ended the chat customer service is not alaskas forte i recommend delta or united,arrived early lax wanted fly standby earlier flight alaska charges 50 free united needed text alaska help gate terminal boarding formation waiting 6 7 minutes nikki didnt give chance text answer ended chat customer service alaskas forte recommend delta united,NEU
"✅ Trip Verified | Alaska changes your seat without telling you, switches you from an aisle seat to a non aisle seat (over 300lbs here) without notice and without any chance to fix it. When asked they said “yeah it happens” and shrugged. It just happened to me back to back on 2 legs of my flight to San Francisco. They don’t even apologize. During check-in, their seat map is mysteriously “not available”, so you can’t verify your seats. I have no idea why they do that. I probably wouldn’t care if they had respected my aisle seating but they couldn’t even do that. The 3 persons I talked to were patronizing, unapologetic, and tried to insinuate it was on me and then told me that there never was any guarantee about the seat you book (what? Never seen that on any other airline).",Solo Leisure,Economy Class,Boston to San Francisco via Seattle,October 2022,no,   alaska changes your seat without telling you switches you from an aisle seat to a non aisle seat over 300lbs here without notice and without any chance to fix it when asked they said yeah it happens and shrugged it just happened to me back to back on 2 legs of my flight to san francisco they dont even apologize during checkin their seat map is mysteriously not available so you cant verify your seats i have no idea why they do that i probably wouldnt care if they had respected my aisle seating but they couldnt even do that the 3 persons i talked to were patronizing unapologetic and tried to insinuate it was on me and then told me that there never was any guarantee about the seat you book what never seen that on any other airline,alaska changes seat without telling switches aisle seat non aisle seat 300lbs without notice without chance fix asked said yeah happens shrugged happened back back 2 legs flight san francisco dont even apologize checkin seat map mysteriously available cant verify seats idea probably wouldnt care respected aisle seating couldnt even 3 persons talked patronizing unapologetic tried insinuate told never guarantee seat book never seen airline,NEG
Not Verified | More than an hour late leaving Newark. After arriving at SFO we waited at the tarmac for more than 30 minutes due to another plane at our gate. Uncoordinated and poorly run airline.,Couple Leisure,Economy Class,Newark to San Francisco,September 2022,no,more than an hour late leaving newark after arriving at sfo we waited at the tarmac for more than 30 minutes due to another plane at our gate uncoordinated and poorly run airline,hour late leaving newark arriving sfo waited tarmac 30 minutes due another plane gate uncoordinated poorly run airline,NEG
"Not Verified |  My wife and friends and I enjoyed a beautiful week in Washington on the coast. When it came time to return home we wanted to extend our flight by 1 day. I found what I thought was the toll free number for Alaska Air online. After speaking to a gentleman about the price increase I decided to not purchase it. When we went online to check in, 2 tickers were gone. I immediately called the number back and was informed that they had been canceled on our end. After much arguing back and forth I hung up. My wife and friend had no tickets and we were to fly out the next day. I went back to Google and found a different number to a nice lady in Boise. She informed me that we had been scammed. I asked to have it reversed and she stated, ""there is nothing I can do. We have this a lot. Scammers cancel the tickets and try to get the refund."" I asked why there isn't a verification text or email to confirm the cancelation? Especially if this is something that happens often. She then said we could purchase tickets at a 400% mark up. Having no options, we did just that. Once we got the new tickets we realized they were for our exact original seats. I have a hard time believing that a large company whose job is to service customers and knows that scams such as this doesn't have some protocol for just a situation. I highly recommend finding another flight service. Alaska Airlines I feel has no concern for their customers. Absolute garbage service or protection.",Solo Leisure,Economy Class,Salt Lake City to Seattle,September 2022,no,my wife and friends and i enjoyed a beautiful week in washington on the coast when it came time to return home we wanted to extend our flight by 1 day i found what i thought was the toll free number for alaska air online after speaking to a gentleman about the price increase i decided to not purchase it when we went online to check in 2 tickers were gone i immediately called the number back and was informed that they had been canceled on our end after much arguing back and forth i hung up my wife and friend had no tickets and we were to fly out the next day i went back to google and found a different number to a nice lady in boise she informed me that we had been scammed i asked to have it reversed and she stated there is nothing i can do we have this a lot scammers cancel the tickets and try to get the refund i asked why there isnt a verification text or email to confirm the cancelation especially if this is something that happens often she then said we could purchase tickets at a 400 mark up having no options we did just that once we got the new tickets we realized they were for our exact original seats i have a hard time believing that a large company whose job is to service customers and knows that scams such as this doesnt have some protocol for just a situation i highly recommend finding another flight service alaska airlines i feel has no concern for their customers absolute garbage service or protection,wife friends enjoyed beautiful week washington coast came time return home wanted extend flight 1 day found thought toll free number alaska air online speaking gentleman price increase decided purchase went online check 2 tickers gone immediately called number back informed canceled end much arguing back forth hung wife friend tickets fly next day went back google found different number nice lady boise informed scammed asked reversed stated nothing lot scammers cancel tickets try get refund asked isnt verification text email confirm cancelation especially something happens often said could purchase tickets 400 mark options got new tickets realized exact original seats hard time believing large company whose job service customers knows scams doesnt protocol situation highly recommend finding another flight service alaska airlines feel concern customers absolute garbage service protection,POS
