Reviews,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,clean_reviews,clean_reviews2,sentiment
Not Verified |  We had the nicest smoothest mid morning flight from Orlando to Aruba and afternoon flight back on May 11th and May 17th. Staff was very friendly going down. Very helpful and always smiling. Flight was on time going and returning. Told the pilot at the end of the trips that it was a nice flight and we’re very appreciative. The system for boarding needs to be controlled more in Orlando. It seemed to be in disarray at times. The system in Aruba was handled and controlled very well making sure people weren’t trying to get on ahead of others who were supposed to be boarding first. Hopefully this non-stop flight will continue. Flew it before in the past and happy they got it back again in early 2023. Thank you.,Couple Leisure,Economy Class,Orlando to Aruba,May 2023,yes,we had the nicest smoothest mid morning flight from orlando to aruba and afternoon flight back on may 11th and may 17th staff was very friendly going down very helpful and always smiling flight was on time going and returning told the pilot at the end of the trips that it was a nice flight and were very appreciative the system for boarding needs to be controlled more in orlando it seemed to be in disarray at times the system in aruba was handled and controlled very well making sure people werent trying to get on ahead of others who were supposed to be boarding first hopefully this nonstop flight will continue flew it before in the past and happy they got it back again in early 2023 thank you,nicest smoothest mid morning flight orlando aruba afternoon flight back may 11th may 17th staff friendly going helpful always smiling flight time going returning told pilot end trips nice flight appreciative system boarding needs controlled orlando seemed disarray times system aruba handled controlled well making sure people werent trying get ahead others supposed boarding first hopefully nonstop flight continue flew past happy got back early 2023 thank,POS
Not Verified |  Eric Michaelson was a one of the best air flight attendants I have the experience. I was feeling ill and he went above and beyond to make the flight enjoyable. He went out of his way to offer me a beverage to settle my stomach due to the turbulence. His customer service and professionalism was outstanding. I wanted to thank you as my airline of choice.,Solo Leisure,Economy Class,Los Angeles to Chicago,May 2023,yes,eric michaelson was a one of the best air flight attendants i have the experience i was feeling ill and he went above and beyond to make the flight enjoyable he went out of his way to offer me a beverage to settle my stomach due to the turbulence his customer service and professionalism was outstanding i wanted to thank you as my airline of choice,eric michaelson one best air flight attendants experience feeling ill went beyond make flight enjoyable went way offer beverage settle stomach due turbulence customer service professionalism outstanding wanted thank airline choice,POS
"Not Verified |  I am handicapped in that I have significant arthritis in just about every joint and am 85 years old. I asked for a wheelchair when I booked the flight, as I always do. This time when I arrived at the airport in Philadelphia to return home (this was a round trip booking) I checked in at the counter and reminded them that I had signed up for a wheelchair. She told me to sit down and one would arrive. This seemed normal as I have always traveled on Southwest and this was the routine. Well, I sat there for over half an hour, periodically asking a variety of Southwest personnel about the wheelchair. They said it was ""on the way"". When my plane was scheduled to board in 10 minutes I began to panic. When I asked at the desk again, the woman said, ""why don't you just walk?"" I was beginning to think that they thought I could walk to the gate and through security and were not going to provide the wheelchair I needed. At that point I saw a person with a wheelchair and no one in it. I asked her if she could take me to my gate as the plane was about to board and she said she ""worked for ...... airline and couldn't take southwest passengers"". Then she said that If I could walk to the nearby elevator she could take me. She told me not to get into the wheelchair until the elevator door closed and then she took me to the gate. The plane was boarding. It was very clear that, had I not approached this person and practically begged her to take me, I would have missed my plane, my connecting flight and heaven knows when I could have gotten home. This would be a disaster for me given my inability to navigate myself anywhere except short distances, not to mention what to do with my dogs at home whose sitter had to leave for another job. I am disgusted with Southwest and I never thought I would say this, but there is no excuse for what was just totally ignoring my disability needs. When I called southwest to complain they said they could file a report internally but they were not under an obligation to provide a pusher for a wheelchair (in this case there was no wheelchair OR pusher) and I know that's not true. If they don't want to provide this service it should not be offered when I book the flight. Then I would go to another airline. Also, when the person behind the desk told me ""to just walk to the gate"", it was clear that they were not taking my disability seriously and really had no intention of helping me.",Solo Leisure,Economy Class,Philadelphia to Albuquerque via Chicago,May 2023,no,i am handicapped in that i have significant arthritis in just about every joint and am 85 years old i asked for a wheelchair when i booked the flight as i always do this time when i arrived at the airport in philadelphia to return home this was a round trip booking i checked in at the counter and reminded them that i had signed up for a wheelchair she told me to sit down and one would arrive this seemed normal as i have always traveled on southwest and this was the routine well i sat there for over half an hour periodically asking a variety of southwest personnel about the wheelchair they said it was on the way when my plane was scheduled to board in 10 minutes i began to panic when i asked at the desk again the woman said why dont you just walk i was beginning to think that they thought i could walk to the gate and through security and were not going to provide the wheelchair i needed at that point i saw a person with a wheelchair and no one in it i asked her if she could take me to my gate as the plane was about to board and she said she worked for  airline and couldnt take southwest passengers then she said that if i could walk to the nearby elevator she could take me she told me not to get into the wheelchair until the elevator door closed and then she took me to the gate the plane was boarding it was very clear that had i not approached this person and practically begged her to take me i would have missed my plane my connecting flight and heaven knows when i could have gotten home this would be a disaster for me given my inability to navigate myself anywhere except short distances not to mention what to do with my dogs at home whose sitter had to leave for another job i am disgusted with southwest and i never thought i would say this but there is no excuse for what was just totally ignoring my disability needs when i called southwest to complain they said they could file a report internally but they were not under an obligation to provide a pusher for a wheelchair in this case there was no wheelchair or pusher and i know thats not true if they dont want to provide this service it should not be offered when i book the flight then i would go to another airline also when the person behind the desk told me to just walk to the gate it was clear that they were not taking my disability seriously and really had no intention of helping me,handicapped significant arthritis every joint 85 years old asked wheelchair booked flight always time arrived airport philadelphia return home round trip booking checked counter reminded signed wheelchair told sit one would arrive seemed normal always traveled southwest routine well sat half hour periodically asking variety southwest personnel wheelchair said way plane scheduled board 10 minutes began panic asked desk woman said dont walk beginning think thought could walk gate security going provide wheelchair needed point saw person wheelchair one asked could take gate plane board said worked airline couldnt take southwest passengers said could walk nearby elevator could take told get wheelchair elevator door closed took gate plane boarding clear approached person practically begged take would missed plane connecting flight heaven knows could gotten home would disaster given inability navigate anywhere except short distances mention dogs home whose sitter leave another job disgusted southwest never thought would say excuse totally ignoring disability needs called southwest complain said could file report internally obligation provide pusher wheelchair case wheelchair pusher know thats true dont want provide service offered book flight would go another airline also person behind desk told walk gate clear taking disability seriously really intention helping,NEU
"✅ Trip Verified |  One way ticket from Orlando to Raleigh on Memorial Day (I flew Avelo on 5/26/23 one way to MCO) on one of their older 737-700s. People like to rag on them for last year’s meltdown and other things but they have come roaring back on one of the busiest holiday periods. Virtually all of the incoming and departing flights out of the SWA terminal in OIA were on time—two delays tops—today. Boarding process was more orderly than Avelo’s (and quicker), left early and arrived early. Dependable service is what I get at SWA.",Solo Leisure,Economy Class,Orlando to Raleigh,May 2023,yes,    one way ticket from orlando to raleigh on memorial day i flew avelo on 52623 one way to mco on one of their older 737700s people like to rag on them for last years meltdown and other things but they have come roaring back on one of the busiest holiday periods virtually all of the incoming and departing flights out of the swa terminal in oia were on timetwo delays topstoday boarding process was more orderly than avelos and quicker left early and arrived early dependable service is what i get at swa,one way ticket orlando raleigh memorial day flew avelo 52623 one way mco one older 737700s people like rag last years meltdown things come roaring back one busiest holiday periods virtually incoming departing flights swa terminal oia timetwo delays topstoday boarding process orderly avelos quicker left early arrived early dependable service get swa,NEU
"✅ Trip Verified |  I can’t fly to Chicago for two days due to a rescheduled flight. For the first time we got on a plane and everyone just dropped us off and said that you were leaving tomorrow, and the next day they promised a direct flight to Chicago, but again they outplayed everything and changed the flight 3-4 hours before departure! Now I need to fly with a transfer to Dallas. I paid money for this! Is this an airline or a taxi on call? If you are saving your time, don't fly with this airline.",Business,Economy Class,New Orleans to Chicago,May 2023,no,    i cant fly to chicago for two days due to a rescheduled flight for the first time we got on a plane and everyone just dropped us off and said that you were leaving tomorrow and the next day they promised a direct flight to chicago but again they outplayed everything and changed the flight 34 hours before departure now i need to fly with a transfer to dallas i paid money for this is this an airline or a taxi on call if you are saving your time dont fly with this airline,cant fly chicago two days due rescheduled flight first time got plane everyone dropped us said leaving tomorrow next day promised direct flight chicago outplayed everything changed flight 34 hours departure need fly transfer dallas paid money airline taxi call saving time dont fly airline,NEG
"✅ Trip Verified |  My flight was supposed to leave at 10pm. It is now scheduled to leave at 1:19am. Over 3 hrs delayed and there is no rain, wind, or any other explanation for the delay. The cost of this flight was ridiculously expensive, but being with family, due to a death in the family left no choice for travel dates and time. The airport staff say this is a regular thing with Southwest. What happened to the excellent service Southwest was once known for? I can now look forward to little or no sleep before work tomorrow. This has been my worst flight ever! ",Solo Leisure,Economy Class,Baltimore to Albany,May 2023,noClose,    my flight was supposed to leave at 10pm it is now scheduled to leave at 119am over 3 hrs delayed and there is no rain wind or any other explanation for the delay the cost of this flight was ridiculously expensive but being with family due to a death in the family left no choice for travel dates and time the airport staff say this is a regular thing with southwest what happened to the excellent service southwest was once known for i can now look forward to little or no sleep before work tomorrow this has been my worst flight ever ,flight supposed leave 10pm scheduled leave 119am 3 hrs delayed rain wind explanation delay cost flight ridiculously expensive family due death family left choice travel dates time airport staff say regular thing southwest happened excellent service southwest known look forward little sleep work tomorrow worst flight ever,NEG
"✅ Trip Verified |  I am quite disappointed with Southwest. I and several members of my company have been flying Southwest for the past several years because the service and convenience had been exemplary particularly when taking into account the reasonable pricing. I have seen its attributes in many way degrade and some of the competitors improve their standards. I was particularly dismayed after having left my briefcase and phone on a flight on May 16th, 2023. After filing a lost report soon after deplaning, I received no helpful assistance from the airline other than an email three days later stating that they were looking into it and should consider the case close if no further notice had been received withing 30 days. Misplacing a phone these days does not only cause a significant financial impact but the information contained may be critical. For this reason, a more definitive answer than the nonchalant response from Southwest baggage supervisor at Midway Airport stating that they would be drowned in lost items that they receive daily then added 40-50 things including I-Pads, phones, and other items. This statement struck me as particularly irritating since the two individuals at the office were sitting without no apparent task at the time. With the concern that she displayed, I must conclude that the case is probably lost and that the decision to purchase another phone (regardless of cost) should be undertaken. I would have hoped that they might ask me to text my phone to more quickly identify the fact that they may or may not have it in their procession now at the Alabama location where all the lost items from all the Southwest flights go (now many thousands of items per day instead of 40-50). I will remember the lack of concern from Southwest me and my company employees fly in the future.",Business,Economy Class,San Diego to Chicago,May 2023,no,    i am quite disappointed with southwest i and several members of my company have been flying southwest for the past several years because the service and convenience had been exemplary particularly when taking into account the reasonable pricing i have seen its attributes in many way degrade and some of the competitors improve their standards i was particularly dismayed after having left my briefcase and phone on a flight on may 16th 2023 after filing a lost report soon after deplaning i received no helpful assistance from the airline other than an email three days later stating that they were looking into it and should consider the case close if no further notice had been received withing 30 days misplacing a phone these days does not only cause a significant financial impact but the information contained may be critical for this reason a more definitive answer than the nonchalant response from southwest baggage supervisor at midway airport stating that they would be drowned in lost items that they receive daily then added 4050 things including ipads phones and other items this statement struck me as particularly irritating since the two individuals at the office were sitting without no apparent task at the time with the concern that she displayed i must conclude that the case is probably lost and that the decision to purchase another phone regardless of cost should be undertaken i would have hoped that they might ask me to text my phone to more quickly identify the fact that they may or may not have it in their procession now at the alabama location where all the lost items from all the southwest flights go now many thousands of items per day instead of 4050 i will remember the lack of concern from southwest me and my company employees fly in the future,quite disappointed southwest several members company flying southwest past several years service convenience exemplary particularly taking account reasonable pricing seen attributes many way degrade competitors improve standards particularly dismayed left briefcase phone flight may 16th 2023 filing lost report soon deplaning received helpful assistance airline email three days later stating looking consider case close notice received withing 30 days misplacing phone days cause significant financial impact information contained may critical reason definitive answer nonchalant response southwest baggage supervisor midway airport stating would drowned lost items receive daily added 4050 things including ipads phones items statement struck particularly irritating since two individuals office sitting without apparent task time concern displayed must conclude case probably lost decision purchase another phone regardless cost undertaken would hoped might ask text phone quickly identify fact may may procession alabama location lost items southwest flights go many thousands items per day instead 4050 remember lack concern southwest company employees fly future,NEG
"Not Verified |  I recently had the misfortune of flying with Southwest Airlines, and I must say that my experience was nothing short of a disappointment. From the moment I stepped foot onto their plane, it was evident that this airline lacks the professionalism and commitment to customer satisfaction that one would expect. First and foremost, Southwest Airlines had no regard for punctuality. My flight was delayed once, and then they decided to rebook it for an unreasonably early hour in the morning. This unexpected change disrupted my entire travel plans and left me feeling exhausted before I even boarded the aircraft. It is unacceptable for an airline to make such drastic alterations without a valid reason or proper compensation. To make matters worse, Southwest's servers seemed to be in a state of disarray. Throughout the booking process, I encountered multiple technical glitches and slow response times on their website. It was frustrating to witness a company of this scale failing to maintain their online infrastructure, leading to additional stress and wasted time on my end. The flight itself was another disappointing aspect of my experience. The plane's condition was subpar. Southwest Airlines made a promise to compensate me for the inconvenience caused by their multiple delays and rebooking. They specifically mentioned a $200 voucher, which I was eagerly looking forward to. However, even after reaching out to their customer service department, I was met with indifference and received no resolution. It is disheartening to be on the receiving end of such false promises, especially when they have a direct impact on the customer experience. In conclusion, my experience with Southwest Airlines was marred by their unprofessionalism, lack of punctuality, technical glitches, and broken promises. I strongly advise potential travelers to consider alternative options and avoid the frustrations and disappointments that come with flying this airline. Southwest Airlines has left a sour taste in my mouth, and I can confidently say that I will not be choosing them for any future flights.",Solo Leisure,Economy Class,Salt Lake City to Spokane,April 2023,no,i recently had the misfortune of flying with southwest airlines and i must say that my experience was nothing short of a disappointment from the moment i stepped foot onto their plane it was evident that this airline lacks the professionalism and commitment to customer satisfaction that one would expect first and foremost southwest airlines had no regard for punctuality my flight was delayed once and then they decided to rebook it for an unreasonably early hour in the morning this unexpected change disrupted my entire travel plans and left me feeling exhausted before i even boarded the aircraft it is unacceptable for an airline to make such drastic alterations without a valid reason or proper compensation to make matters worse southwests servers seemed to be in a state of disarray throughout the booking process i encountered multiple technical glitches and slow response times on their website it was frustrating to witness a company of this scale failing to maintain their online infrastructure leading to additional stress and wasted time on my end the flight itself was another disappointing aspect of my experience the planes condition was subpar southwest airlines made a promise to compensate me for the inconvenience caused by their multiple delays and rebooking they specifically mentioned a 200 voucher which i was eagerly looking forward to however even after reaching out to their customer service department i was met with indifference and received no resolution it is disheartening to be on the receiving end of such false promises especially when they have a direct impact on the customer experience in conclusion my experience with southwest airlines was marred by their unprofessionalism lack of punctuality technical glitches and broken promises i strongly advise potential travelers to consider alternative options and avoid the frustrations and disappointments that come with flying this airline southwest airlines has left a sour taste in my mouth and i can confidently say that i will not be choosing them for any future flights,recently misfortune flying southwest airlines must say experience nothing short disappointment moment stepped foot onto plane evident airline lacks professionalism commitment customer satisfaction one would expect first foremost southwest airlines regard punctuality flight delayed decided rebook unreasonably early hour morning unexpected change disrupted entire travel plans left feeling exhausted even boarded aircraft unacceptable airline make drastic alterations without valid reason proper compensation make matters worse southwests servers seemed state disarray throughout booking process encountered multiple technical glitches slow response times website frustrating witness company scale failing maintain online infrastructure leading additional stress wasted time end flight another disappointing aspect experience planes condition subpar southwest airlines made promise compensate inconvenience caused multiple delays rebooking specifically mentioned 200 voucher eagerly looking forward however even reaching customer service department met indifference received resolution disheartening receiving end false promises especially direct impact customer experience conclusion experience southwest airlines marred unprofessionalism lack punctuality technical glitches broken promises strongly advise potential travelers consider alternative options avoid frustrations disappointments come flying airline southwest airlines left sour taste mouth confidently say choosing future flights,NEG
"✅ Trip Verified |  In 2007 Southwest served: 64.9 million cans of soda, juices, and water 11.3 million alcoholic beverages 6.1 million bags of pretzels 103.8 million bags of peanuts 14 million snackpacks 32 million other snacks Just think how much money Southwest would save if they stopped offering all those ""free"" drinks but then the public would go crazy.  Our beverage service has been canceled on probably 8 out of the last 10 flights I have been on.  And no I don't fly the same place so its not likely due to a specific route. But - if you do the math - Southwest is lost a TON of money due to the Christmas Flight debacle last year.  An average soda costs about $0.75 - $1.00 for the airlines, once you factor in the cost of the drink itself (they purchase cans), the cup, and the ice (which isnt much).  On average a flight has about 150 passengers - that's easily $112 - $150 they can put in their pocket when they ""cancel"" beverage service - and that's assuming each passenger only has one drink. On a recent flight (the one I'm on as I write this) - we were once again denied this ""freebie"" service in the name of supposed ""turbulence"" despite a relatively smooth flight.  I've heard others mention that the captain is the one who makes that decision, so I asked. When I asked about this, instead of simply answering my question, letting me know that the captain made the decision, etc. the flight attendant said something like ""let me find out"".   A few minutes later, the captain came on and ""explained"" why he felt it was important to cancel service - essentially providing an excuse for why they did this.  When I asked for the captain's name, so i could verify this with SWA customer service, I was met with another flight attendant who basically told me ""were not going to do that"" and refused to give me his name. He also threatened that they would ""divert the plane""  although I was extremely calm and was seated in my seat, not yelling or anything.  I guess I was talking loud enough for other passengers to hear - can't have more than one passenger figure out the little secret. Although I dont know what they are so worried about.  Most of the passengers on the plane will never even tell their friend or a significant other about the experience, let alone do anything that could actually make a difference (like report this on social media or via customer service). But still you dont have to ""hide"" and refuse to provide your name if you aren't doing anything wrong.  So this is all being done in the name of ""safety"" - lets go with that. ",Business,Economy Class,Denver to Salt Lake City,May 2023,no,    in 2007 southwest served 649 million cans of soda juices and water 113 million alcoholic beverages 61 million bags of pretzels 1038 million bags of peanuts 14 million snackpacks 32 million other snacks just think how much money southwest would save if they stopped offering all those free drinks but then the public would go crazy  our beverage service has been canceled on probably 8 out of the last 10 flights i have been on  and no i dont fly the same place so its not likely due to a specific route but  if you do the math  southwest is lost a ton of money due to the christmas flight debacle last year  an average soda costs about 075  100 for the airlines once you factor in the cost of the drink itself they purchase cans the cup and the ice which isnt much  on average a flight has about 150 passengers  thats easily 112  150 they can put in their pocket when they cancel beverage service  and thats assuming each passenger only has one drink on a recent flight the one im on as i write this  we were once again denied this freebie service in the name of supposed turbulence despite a relatively smooth flight  ive heard others mention that the captain is the one who makes that decision so i asked when i asked about this instead of simply answering my question letting me know that the captain made the decision etc the flight attendant said something like let me find out   a few minutes later the captain came on and explained why he felt it was important to cancel service  essentially providing an excuse for why they did this  when i asked for the captains name so i could verify this with swa customer service i was met with another flight attendant who basically told me were not going to do that and refused to give me his name he also threatened that they would divert the plane  although i was extremely calm and was seated in my seat not yelling or anything  i guess i was talking loud enough for other passengers to hear  cant have more than one passenger figure out the little secret although i dont know what they are so worried about  most of the passengers on the plane will never even tell their friend or a significant other about the experience let alone do anything that could actually make a difference like report this on social media or via customer service but still you dont have to hide and refuse to provide your name if you arent doing anything wrong  so this is all being done in the name of safety  lets go with that ,2007 southwest served 649 million cans soda juices water 113 million alcoholic beverages 61 million bags pretzels 1038 million bags peanuts 14 million snackpacks 32 million snacks think much money southwest would save stopped offering free drinks public would go crazy beverage service canceled probably 8 last 10 flights dont fly place likely due specific route math southwest lost ton money due christmas flight debacle last year average soda costs 075 100 airlines factor cost drink purchase cans cup ice isnt much average flight 150 passengers thats easily 112 150 put pocket cancel beverage service thats assuming passenger one drink recent flight one im write denied freebie service name supposed turbulence despite relatively smooth flight ive heard others mention captain one makes decision asked asked instead simply answering question letting know captain made decision etc flight attendant said something like let find minutes later captain came explained felt important cancel service essentially providing excuse asked captains name could verify swa customer service met another flight attendant basically told going refused give name also threatened would divert plane although extremely calm seated seat yelling anything guess talking loud enough passengers hear cant one passenger figure little secret although dont know worried passengers plane never even tell friend significant experience let alone anything could actually make difference like report social media via customer service still dont hide refuse provide name arent anything wrong done name safety lets go,NEG
"Not Verified |  Granted flights were delayed, so the SW terminal was packed. However, my flight was on time. Because of the droves of people around the woman calling out boarding information, I could not hear her. She used a tiny microphone which actually none of us could hear. She then chose to yell out information which no one could hear either. Being my first time flying SW, I unfortunately, hadn’t researched how they board people. I had no idea where “C” was and asked around to finally find where my boarding area was. There was a fellow “C” woman who moved around, so I followed her. She said that since “A loaded, C could now line up.” It was then I figured out what the other number was on my ticket- so I lined up in that spot that was on a sign. As I got on the plane, I asked the flight attendant how I get a seat, “you just chose anything open.” I had no idea. And I had checked my boarding pass and even “pre-boarded.” How did I miss this information? It truly was a cattle call boarding experience. Luckily there were some very nice people to help me along in the boarding process as to where to go. What a joke. What has happened to public transportation?",Solo Leisure,Economy Class,Colorado Springs to Dallas,May 2023,no,granted flights were delayed so the sw terminal was packed however my flight was on time because of the droves of people around the woman calling out boarding information i could not hear her she used a tiny microphone which actually none of us could hear she then chose to yell out information which no one could hear either being my first time flying sw i unfortunately hadnt researched how they board people i had no idea where c was and asked around to finally find where my boarding area was there was a fellow c woman who moved around so i followed her she said that since a loaded c could now line up it was then i figured out what the other number was on my ticket so i lined up in that spot that was on a sign as i got on the plane i asked the flight attendant how i get a seat you just chose anything open i had no idea and i had checked my boarding pass and even preboarded how did i miss this information it truly was a cattle call boarding experience luckily there were some very nice people to help me along in the boarding process as to where to go what a joke what has happened to public transportation,granted flights delayed sw terminal packed however flight time droves people around woman calling boarding information could hear used tiny microphone actually none us could hear chose yell information one could hear either first time flying sw unfortunately hadnt researched board people idea c asked around finally find boarding area fellow c woman moved around followed said since loaded c could line figured number ticket lined spot sign got plane asked flight attendant get seat chose anything open idea checked boarding pass even preboarded miss information truly cattle call boarding experience luckily nice people help along boarding process go joke happened public transportation,NEU
"Not Verified |  Southwest - maybe fly, maybe not. The gambling of your Vegas trip starts the moment you book a Southwest flight. Will you actually get there, or will they cancel your flight? Well, I am not lucky in cards - so my flight got cancelled just because. No inclement weather, no real reason. Just the fact that Southwest is incapable of doing their job of scheduling and has no care for their passengers time nor plans. So what they refunded the money? That’s not what I was looking for - I was looking to see my friend and make memories. But their rebooking is just ridiculous. Delaying my weekend trip until Saturday night, no other options, no other compensation. They are professional at cancelling flights without a second thought and then basically insulting you with their rebooking. I will never book Southwest again, I would rather invest in a reliable airline to actually get to my destination. Now I have a ruined vacation I was looking forwards to for my first mother’s day and my only option was to cry about it.",Solo Leisure,Economy Class,Denver to Las Vegas,May 2023,no,southwest  maybe fly maybe not the gambling of your vegas trip starts the moment you book a southwest flight will you actually get there or will they cancel your flight well i am not lucky in cards  so my flight got cancelled just because no inclement weather no real reason just the fact that southwest is incapable of doing their job of scheduling and has no care for their passengers time nor plans so what they refunded the money thats not what i was looking for  i was looking to see my friend and make memories but their rebooking is just ridiculous delaying my weekend trip until saturday night no other options no other compensation they are professional at cancelling flights without a second thought and then basically insulting you with their rebooking i will never book southwest again i would rather invest in a reliable airline to actually get to my destination now i have a ruined vacation i was looking forwards to for my first mothers day and my only option was to cry about it,southwest maybe fly maybe gambling vegas trip starts moment book southwest flight actually get cancel flight well lucky cards flight got cancelled inclement weather real reason fact southwest incapable job scheduling care passengers time plans refunded money thats looking looking see friend make memories rebooking ridiculous delaying weekend trip saturday night options compensation professional cancelling flights without second thought basically insulting rebooking never book southwest would rather invest reliable airline actually get destination ruined vacation looking forwards first mothers day option cry,NEG
Not Verified |  Once again Southwest proves it is incapable of getting me to my destination in a timely manner. After cancelling my flight I rebooked only to be delayed twice and left hanging in Burbank.,Solo Leisure,Economy Class,Oakland to Las Vegas,May 2023,no,once again southwest proves it is incapable of getting me to my destination in a timely manner after cancelling my flight i rebooked only to be delayed twice and left hanging in burbank,southwest proves incapable getting destination timely manner cancelling flight rebooked delayed twice left hanging burbank,NEG
"✅ Trip Verified | I normally really enjoy flying Southwest, but over the last year or so I have acquired a bad taste for them. I flew 11 May 2023 from BWI to Tulsa through St. Louis and I paid for Business Select so I could be in the first boarding group. When I checked in I was A01, which would mean I could get to my choice seat early and get my bag in an overhead bin. Yet there were 20 pre boarders on the first leg and 18 on the second leg - many who walked into the plane (only 5 wheel chairs total) The boarding process has become a joke as pre boarders, sit in the front 3-5 rows. So I think I'm going to request that every time I fly now because I pay $100 or so extra to get first choice of seat and overheard, yet that is no longer available because ALL pre borders have forced those who pay extra to sit in what's left. Sad thing is, many were able to walk to bathroom, get their luggage in and out of the overheads without issue. Southwest needs to recognize those who pay extra for their seats choice and have anyone who wants to pre board be required to sit in the back of the plane.",Solo Leisure,Business Class,Baltimore to Tulsa via St. Louis,May 2023,yes,   i normally really enjoy flying southwest but over the last year or so i have acquired a bad taste for them i flew 11 may 2023 from bwi to tulsa through st louis and i paid for business select so i could be in the first boarding group when i checked in i was a01 which would mean i could get to my choice seat early and get my bag in an overhead bin yet there were 20 pre boarders on the first leg and 18 on the second leg  many who walked into the plane only 5 wheel chairs total the boarding process has become a joke as pre boarders sit in the front 35 rows so i think im going to request that every time i fly now because i pay 100 or so extra to get first choice of seat and overheard yet that is no longer available because all pre borders have forced those who pay extra to sit in whats left sad thing is many were able to walk to bathroom get their luggage in and out of the overheads without issue southwest needs to recognize those who pay extra for their seats choice and have anyone who wants to pre board be required to sit in the back of the plane,normally really enjoy flying southwest last year acquired bad taste flew 11 may 2023 bwi tulsa st louis paid business select could first boarding group checked a01 would mean could get choice seat early get bag overhead bin yet 20 pre boarders first leg 18 second leg many walked plane 5 wheel chairs total boarding process become joke pre boarders sit front 35 rows think im going request every time fly pay 100 extra get first choice seat overheard yet longer available pre borders forced pay extra sit whats left sad thing many able walk bathroom get luggage overheads without issue southwest needs recognize pay extra seats choice anyone wants pre board required sit back plane,NEU
Not Verified | Horrible customer service. Ridiculous boarding policy. Will never fly again. I do not recommend. Pick any other economy airline and have a better experience.,Family Leisure,Economy Class,Grand Rapidsvto Orlando via Chicago,May 2023,no,horrible customer service ridiculous boarding policy will never fly again i do not recommend pick any other economy airline and have a better experience,horrible customer service ridiculous boarding policy never fly recommend pick economy airline better experience,NEG
"Not Verified |  Southwest has terrible scheduling, delays, being late causing lay overs. What does it honestly take to get a schedule correct, not having hours of delay. No more Southwest for me and my family.",Family Leisure,Economy Class,Kansas City to Austin,May 2023,no,southwest has terrible scheduling delays being late causing lay overs what does it honestly take to get a schedule correct not having hours of delay no more southwest for me and my family,southwest terrible scheduling delays late causing lay overs honestly take get schedule correct hours delay southwest family,NEG
